"","RecordNo","DateEntered","Habitat","HostSpecies","HostOrder","HostFamily","Synonyms","Food","genYr","CommonName","ProvinceI","InsectStatus","ModificationDate","InCanada","ChangeSpeciesTo","CommonNameOther","Complete","AdditionalReferences"
"3162",3409,"1/10/2097","","Compsolacon crenicollis","Coleoptera","Elateridae","","","","","","","6/14/2099","","","","",""
"3163",3411,"1/10/2097","","Ontholestes tesselatus","Coleoptera","Staphylinidae","","","","","","","8/29/2000","","Verified, Pittaway 1991.","","",""
"3164",3412,"1/10/2097","","Philonthus carbonarius","Coleoptera","Staphylinidae","","","","","","","2/14/2099","","","","",""
"3165",3413,"1/10/2097","","Staphylinus caesareus","Coleoptera","Staphylinidae","","","","","","","2/14/2099","","","","",""
"3166",3414,"1/10/2097","","Staphylinus erythropterus","Coleoptera","Staphylinidae","","","","","","","2/14/2099","","","","",""
"3167",3415,"1/10/2097","","Epuraea terminalis","Coleoptera","Nitidulidae","","","","","","","6/30/2099","","","","",""
"3168",3417,"1/10/2097","","Noterus clavicornis","Coleoptera","Noteridae","","","","","","","7/6/2099","","","","",""
"3169",3418,"1/10/2097","","Phryganea rhombica","Trichoptera","Phryganeidae","","","","","","","2/14/2099","","","","",""
"3170",3419,"1/10/1997","","Plectrocnemia conspersa","Trichoptera","Polycentropodidae","","","","","","","4/10/2001","","Verified, TWC db.","","",""
"3171",3420,"1/10/2097","","Uleiota planata","Coleoptera","Cucujidae","","","","","","","6/2/2099","","","","",""
"3172",3421,"1/10/2097","","Rhizophagus nitidulus","Coleoptera","Rhizophagidae","","","","","","","2/14/2099","","","","",""
"3173",3426,"1/10/2097","","Trilophidia conturbata","Orthoptera","Acrididae","","","","","","","1/21/2000","","Verified, UConn Orthoptera db.","","",""
"3174",3427,"1/10/1997","","Zophophilus curticornis","Coleoptera","Tenebrionidae","","","","","","","4/3/2001","","Verified, TAFD 2001.","","",""
"3175",3428,"1/10/2097","","Eoscyllina inexpectata","Orthoptera","Acrididae","","","","","","","1/20/2000","","Verified, UConn Orthoptera db.","","",""
"3176",3430,"1/10/2097","","Stenocatantops angustifrons","Orthoptera","Acrididae","","","","","","","1/21/2000","","Verified, UConn Orthoptera db.","","",""
"3177",3431,"1/10/2097","","Stenocatantops vitripennis","Orthoptera","Acrididae","","","","","","","1/21/2000","","Verified, UConn Orthoptera db.","","",""
"3178",3433,"1/10/2097","","Acrida conica","Orthoptera","Acrididae","Acrida cheesmanae","","","","","","1/20/2000","","Verified, UConn Orthoptera db.","","",""
"3179",3436,"1/10/2097","","Gymnobothrus temporalis","Orthoptera","Acrididae","Pseudochirista temporalis","","","","","","1/5/2000","","Verified, UConn Orthoptera db","","",""
"3180",3437,"1/10/2097","","Acrotylus furcifer","Orthoptera","Acrididae","","","","","","","1/20/2000","","Verified, UConn Orthoptera db.","","",""
"3181",3438,"1/10/2097","","Vitticatantops humeralis","Orthoptera","Acrididae","Catantops humeralis","","","","","","1/20/2000","","Verified, UConn Orthoptera db.","","",""
"3182",3439,"1/10/2097","","Acanthacris ruficornis ruficornis","Orthoptera","Acrididae","Cyrtacanthacris ruficornis lineata","","","","","","1/18/2000","","Verified, UConn Orthoptera db.","","",""
"3183",3440,"1/11/2097","","Dinocras megacephala","Plecoptera","Perlidae","Dinocras megalocephala","","","","","","12/20/2000","","","","",""
"3184",3441,"1/11/2097","","Calopteryx atrata","Odonata","Calopterygidae","","","","","","","2/14/2099","","","","",""
"3185",3442,"1/11/2097","","Pterostichus cristatus femoratus","Coleoptera","Carabidae","","","","","","","2/14/2099","","","","",""
"3186",3443,"1/12/2097","","Chrysocarabus hispanus","Coleoptera","Carabidae","","","","","","","6/14/2099","","","","",""
"3187",3444,"1/12/2097","","Ischnura senegalensis","Odonata","Coenagrionidae","","","","","","","3/17/2099","","","","",""
"3188",3445,"1/12/2097","","Penetretus rufipennis","Coleoptera","Carabidae","","","","","","","10/1/2099","","","","",""
"3189",3446,"1/12/2097","","Philonthus laevicollis","Coleoptera","Staphylinidae","","","","","","","2/14/2099","","","","",""
"3190",3447,"1/12/2097","","Chlaenites aruwinius","Coleoptera","Carabidae","","","","","","","6/14/2099","","","","",""
"3191",3448,"1/12/2097","","Psilocnemis annulata","Odonata","Platycnemididae","Copera annulata","","","","","","12/21/2000","","","","",""
"3192",3449,"1/12/2097","","Procrustes purpurescens","Coleoptera","Carabidae","","","","","","","2/3/2000","","","","",""
"3193",3450,"1/12/2097","","Silpha atrata","Coleoptera","Silphidae","","","","","","","6/2/2099","","","","",""
"3194",3451,"1/12/2097","","Hydrophilus piceus","Coleoptera","Hydrophilidae","","","","","","","2/3/2000","","These may be synonyms?  Hydrous piceus and Hydrophilus piceus.  Neither name in ITIS; most similar name is Hydaticus piceus in Dytiscidae.","","",""
"3195",3452,"1/12/2097","aquatic","Tramea lacerata","Odonata","Libellulidae","","adult preys on small flying insects, naiad eats small aquatic insects and worms.","","","","","6/3/2099","","","","",""
"3196",3453,"1/12/2097","","Sympetrum rubicundulum","Odonata","Libellulidae","","","","","","","2/14/2099","","","","",""
"3197",3454,"1/12/2097","","Sciara militaris","Diptera","Sciaridae","","","","","","","2/14/2099","","","","",""
"3198",3455,"1/12/2097","","Sciara thomae","Diptera","Sciaridae","","","","","","","3/9/2000","","Verified, Evenhuis 1989.","","",""
"3199",3456,"1/13/2097","","Cechenus pyrenaeus","Coleoptera","Carabidae","","","","","","","6/14/2099","","","","",""
"3200",3457,"1/13/2097","","Silpha carinata","Coleoptera","Silphidae","","","","","","","8/29/2000","","Verified, Pittaway 1991.","","",""
"3201",3458,"1/13/2097","","Licinus punctatosulcatus","Coleoptera","Carabidae","","","","","","","2/14/2099","","","","",""
"3202",3459,"1/13/2097","","Nebria lafresnayei","Coleoptera","Carabidae","","","","","","","2/3/2000","","","","",""
"3203",3460,"1/13/2097","","Dolichus hatensis","Coleoptera","Carabidae","","","","","","","6/14/2099","","","","",""
"3204",3461,"1/13/2097","","Pterostichus metallicus","Coleoptera","Carabidae","","","","","","","2/14/2099","","","","",""
"3205",3462,"1/13/2097","","Ceriagrion olivacus","Odonata","Coenagrionidae","","","","","","","6/7/2000","","","","",""
"3206",3464,"1/13/2097","","Acrida cinerea","Orthoptera","Acrididae","Acrida lata","","","","","","1/20/2000","","Verified, UConn Orthoptera db.","","",""
"3207",3466,"1/13/2097","","Machilis tenuis","Thysanura","Machilidae","","","","","","","6/3/2099","","","","",""
"3208",3467,"1/13/2097","","Opilio grossipes ","Opiliones","Phalangiidae","","","","","","","12/20/2000","","","","",""
"3209",3468,"1/13/2097","","Trogulus tricarinatus","Opiliones","Trogulidae","","","","","","","12/20/2000","","","","",""
"3210",3469,"1/13/2097","","Atractomorpha crenulata","Orthoptera","Pyrgomorphidae","","","","","","","6/7/2000","","Verified, UConn Orthoptera db. Verified Pittaway 1991.","","",""
"3211",3470,"1/13/2097","","Acrida exaltata","Orthoptera","Acrididae","","","","","","","1/20/2000","","Verified, UConn Orthoptera db.","","",""
"3212",3473,"1/13/2097","","Agrion puella","Odonata","Calopterygidae","","","","","","","12/29/2099","","","","",""
"3213",3474,"1/13/2097","","Agrion pulchellum","Odonata","Calopterygidae","","","","","","","12/29/2099","","","","",""
"3214",3475,"1/13/2097","","Erythromma najas","Odonata","Coenagrionidae","Erythroma najas","","","","","","12/20/2000","","","","",""
"3215",3476,"1/13/2097","","Lestes viridis","Odonata","Lestidae","","","","","","","6/2/2099","","","","",""
"3216",3477,"1/13/2097","","Platycnemis pennipes","Odonata","Platycnemididae","","","","","","","12/20/2000","","","","",""
"3217",3478,"1/13/2097","","Pyrrhosoma nymphila","Odonata","Coenagrionidae","","","","","","","12/20/2000","","Spelling:  nymphula, or nymphila?","","",""
"3218",3479,"1/13/2097","","Sympecma fusca","Odonata","Lestidae","","","","","","","12/20/2000","","","","",""
"3219",3480,"1/13/2097","","Ischnura elegans","Odonata","Coenagrionidae","","","","","","","8/14/2000","","Verified, Pittaway 1991.","","",""
"3220",3481,"1/13/2097","","Boyeria irene","Odonata","Aeshnidae","","","","","","","6/30/2099","","","","",""
"3221",3482,"1/13/2097","","Calopteryx splendens","Odonata","Calopterygidae","","","","","","","2/14/2099","","","","",""
"3222",3484,"1/13/2097","","Onychogomphus unchtus","Odonata","Gomphidae","","","","","","","12/20/2000","","","","",""
"3223",3485,"1/13/2097","","Pyrrhosoma nymphula","Odonata","Coenagrionidae","","","","","","","12/20/2000","","Spelling:  nymphula, or nymphila?","","",""
"3224",3486,"1/13/2097","","Sympetrum danae","Odonata","Libellulidae","","","","","","","2/14/2099","","","","",""
"3225",3487,"1/13/2097","","Sympetrum pedemontanum","Odonata","Libellulidae","","","","","","","2/14/2099","","","","",""
"3226",3488,"1/13/2097","","Sympetrum vulgatum","Odonata","Libellulidae","","","","","","","2/14/2099","","","","",""
"3227",3489,"1/13/2097","","Coenagrion quadrigerum","Odonata","Coenagrionidae","","","","","","","12/20/2000","","Spelling?  Coenagrion?  SMB","","",""
"3228",3490,"1/13/2097","","Aciagrion hisopa","Odonata","Coenagrionidae","","","","","","","12/20/2000","","","","",""
"3229",3491,"1/13/2097","","Orthetrum albistylum speciosum","Odonata","Libellulidae","","","","","","","8/29/2000","","","","",""
"3230",3492,"1/13/2097","","Crocothemis servilia ","Odonata","Corduliidae","","","","","","","6/16/2000","","","","",""
"3231",3493,"1/13/2097","","Ceriagrion malanorum","Odonata","Coenagrionidae","","","","","","","6/7/2000","","","","",""
"3232",3495,"1/13/2097","","Brachythemis contaminata","Odonata","Libellulidae","","","","","","","12/20/2000","","Genus in ZR vol 121, 129","","",""
"3233",3496,"1/13/2097","","Diplacodes trivialis","Odonata","Libellulidae","","","","","","","6/16/2000","","Verified, Pittaway 1991.","","",""
"3234",3497,"1/13/2097","","Orthetrum sabina","Odonata","Libellulidae","","","","","","","8/29/2000","","","","",""
"3235",3498,"1/13/2097","","Neurothemis tullia tullia","Odonata","Libellulidae","","","","","","","12/20/2000","","","","",""
"3236",3499,"1/15/1997","","Agonum sexpunctatum","Coleoptera","Carabidae","","","","","","","2/8/2001","","","","",""
"3237",3500,"1/15/2097","","Brachinus crepitans","Coleoptera","Carabidae","","","","","","","2/3/2000","","Verified, Bousquet & Larochelle 1993","","",""
"3238",3501,"1/15/2097","","Gryllus capitatus","Orthoptera","Gryllidae","","","","","","","1/22/2000","","Verified, UConn Orthoptera db.","","",""
"3239",3502,"1/15/2097","","Anchus ruficornis","Coleoptera","Carabidae","","","","","","","6/14/2099","","","","",""
"3240",3503,"1/15/2097","","Pterostichus melas","Coleoptera","Carabidae","","","","","","","2/14/2099","","","","",""
"3241",3505,"1/15/2097","","Calathus fuscipes","Coleoptera","Carabidae","","","","","","","2/3/2000","","Verified, Bousquet & Larochelle 1993","","",""
"3242",3507,"1/15/2097","forest","Orchesella villosa","Collembola","Entomobryidae","","algae","","","","","11/13/2000","","","","",""
"3243",3508,"1/15/2097","","Steropus madidus","Coleoptera","Carabidae","","","","","","","6/2/2099","","","","",""
"3244",3509,"1/15/1997","","Blaps magica","Coleoptera","Tenebrionidae","","","","","","","3/29/2001","","Verified, TAFD 2001.","","",""
"3245",3511,"1/15/1997","","Akis spinosa","Coleoptera","Tenebrionidae","Akis algeriana","","","","","","3/29/2001","","Verified, TAFD 2001.","","",""
"3246",3512,"1/17/2097","","Danaus gilippus berenice","Lepidoptera","Danaidae","","","","","","","6/30/2099","","","","",""
"3247",3513,"1/17/2097","","Triatoma dimidiata","Heteroptera","Reduviidae","","","","","","","8/29/2000","","Verified, Pittaway 1991.","","",""
"3248",3514,"1/17/2097","","Triatoma maculata","Homoptera","Reduviidae","Eutriatoma maculata","","","","","","12/19/2000","","","","",""
"3249",3515,"1/17/2097","","Aedes rusticus","Diptera","Culicidae","","","","","","","6/7/2000","","Verified, Pittaway 1991.","","",""
"3250",3516,"1/17/2097","","Anopheles claviger","Diptera","Culicidae","","","","","","","6/7/2000","","Verified Pittaway 1991.","","",""
"3251",3517,"1/17/2097","","Aphiochaeta rufipes","Diptera","Phoridae","","","","","","","12/28/2099","","","","",""
"3252",3518,"1/17/2097","","Anopheles albitarsus","Diptera","Culicidae","","","","","","","6/7/2000","","Verified, Pittaway 1991.","","",""
"3253",3519,"1/17/2097","","Tipula maxima","Diptera","Tipulidae","","","","","","","2/12/2099","","","","",""
"3254",3520,"1/17/2097","","Nepa rubra","Heteroptera","Nepidae","","","","","","","2/12/2099","","","","",""
"3255",3521,"1/17/1997","","Echidnophaga gallinacea","Siphonaptera","Pulicidae","","","","sticktight flea","","","3/9/2001","","Verified, Bosik 1997.","","",""
"3256",3522,"1/17/2097","","Echidnophaga columbae","Siphonaptera","Pulicidae","","","","","","","4/19/2099","","","","",""
"3257",3523,"1/17/2097","","Akis algerina","Coleoptera","Tenebrionidae","","","","","","","6/14/2099","","","","",""
"3258",3524,"1/17/2097","","Nothrus silvestris","Acari","Nothridae","","","","","","","6/14/2099","","","","",""
"3259",3527,"1/17/2097","","Phlebotomus perniciosus","Diptera","Psychodidae","","","","","","","8/29/2000","","Verified, Pittaway 1991.","","",""
"3260",3531,"1/17/2097","","Cenaeus carnifex","Heteroptera","Pyrrhocoridae","","","","","","","2/12/2099","","","","",""
"3261",3532,"1/17/2097","","Dysdercus ruficollis","Heteroptera","Pyrrhocoridae","","","","","not in Canada","","2/12/2099","n 74","","","",""
"3262",3533,"1/26/2097","aquatic","Ischnura verticalis","Odonata","Coenagrionidae","","","","","","","3/17/2099","","","","",""
"3263",3534,"1/26/2097","aquatic","Enallagma civile","Odonata","Coenagrionidae","","","","","","","6/16/2000","","Verified, Pittaway 1991.","","",""
"3264",3535,"1/26/1997","","Muscidifurax uniraptor","Hymenoptera","Pteromalidae","","Parasitoid of muscoid flies",">1","","","","4/10/2001","","Verified, Pittaway 1991. Verified, OSU Hymenoptera db.","","",""
"3265",3536,"2/3/2097","","Vonones sayi","Opiliones","Cosmetidae","","","","","","","7/21/2099","","","","",""
"3266",3537,"2/3/2097","","Lutzomyia lichyi","Diptera","Psychodidae","","","","","","","2/12/2099","","","","",""
"3267",3538,"3/2/2097","","Hyalomma anatolicum anatolicum","Acari","Ixodidae","","","","","","","8/7/2000","","Verified, Pittaway 1991.","","",""
"3268",3540,"3/2/2097","","Rhipicephalus turanicus","Acari","Ixodidae","","","","","","","8/29/2000","","Verified, Pittaway 1991.","","",""
"3269",3542,"3/3/2097","","Rhipicephalus evertsi evertsi","Acari","Ixodidae","","","","","","","8/29/2000","","Verified, Pittaway 1991.","","",""
"3270",3543,"3/3/1997","","Muscina stabulans","Diptera","Muscidae","","","","false stable fly","","","3/15/2001","","Verified, Evenhuis 1989. Verified, Pittaway 1991. Verified, Bosik 1997.","","",""
"3271",3544,"3/16/1997","","Lecanium oleae","Homoptera","Lecaniidae","","","","","","","3/15/2001","","","","",""
"3272",3545,"3/16/2097","","Deinacrida rugosa","Orthoptera","Stenopelmatidae","","","","","","","1/22/2000","","Combination not in UConn Orthoptera db, nor are generic name or epithet (Grylloidea checked).","","",""
"3273",3546,"3/16/2097","","Aenetus virescens","Lepidoptera","Hepialidae","","","","","","","2/12/2099","","","","",""
"3274",3547,"3/16/1997","","Coccinella umdecimpunctata","Coleoptera","Coccinellidae","","predator","","","","","6/13/2001","","Spelling?  Probably sb undecimpunctata?","","",""
"3275",3548,"3/16/1997","","Ctenochiton viridis","Homoptera","Coccidae","","","","","","","4/5/2001","","Verified, Scalenet.","","",""
"3276",3549,"3/16/1997","","Amphipsalta cingulata","Homoptera","Cicadidae","","","","","","","1/18/2001","","These may be synonyms:  Amphipsalta cingulata and Melampsalta cingulata.","","",""
"3277",3550,"3/16/2097","","Amphipsalta zealandica","Homoptera","Cicadidae","","","","","","","2/12/2099","","","","",""
"3278",3551,"3/16/1997","","Clitarchus hookeri","Phasmatodea","Phasmatidae","","","","","","","1/18/2001","","","","",""
"3279",3552,"3/17/2097","","Scolypopa australis","Lepidoptera","Pyralidae","","","","","","","2/12/2099","","","","",""
"3280",3553,"3/17/1997","","Melampsalta cingulata","Homoptera","Cicadidae","","","","","","","1/25/2001","","These may be synonyms:  Amphipsalta cingulata and Melampsalta cingulata.","","",""
"3281",3554,"3/17/2097","","Melampsalta cruentata","Homoptera","Cicadidae","","","","","","","2/12/2099","","","","",""
"3282",3555,"3/17/2097","","Persectania aversa","Lepidoptera","Noctuidae","","","","","","","2/12/2099","","","","",""
"3283",3556,"3/17/1997","","Eriococcus orariensis","Homoptera","Eriococcidae","","","","","","","4/5/2001","","Verified, Scalenet","","",""
"3284",3557,"3/17/1997","","Thysanoplusia orichalcea","Lepidoptera","Noctuidae","","","","","","","1/18/2001","","These may be synonyms:  Diachrysia orichalcea and Thysanoplusia orichalcea","","",""
"3285",3559,"3/17/2097","","Aedes subalbirostris","Diptera","Culicidae","","","","","","","6/7/2000","","Verified, Evenhuis 1989. Verified, Pittaway 1991.","","",""
"3286",3560,"3/23/1997","","Myzus ornatus","Homoptera","Aphididae","","Polyphagous, Chrysanthemum, many cultivated hosts ","","ornate aphid","","","3/15/2001","","Verified, Miller & Stoetzel 1997. Verified, Bosik 1997.","","",""
"3287",3561,"3/23/2097","","Aulacorthum primulae","Homoptera","Aphididae","","","","","","","10/27/2099","","","","",""
