RefCode,Citation,ERNv,Host,Virus
135,"Hukuhara, T., Kunimi, Y., Witjaksone, and Wijonarko, A. 1994. A nulclear polyhderosis virus of Hyposidra talaca (Walker). Ilmu Pertanian (Agric. Sci.) 5:709-712.",1389,Hyposidra talaca,NPV
136,"Whitlock, V. H. 1994. Department of Microbiology, University of Witwatersrand, South Africa.  unpublished data.",1390,Helicoverpa armigera,
138,"Smith, D.H., Da Graca, J.V. and V.H. Whitlock, V.H., 1990.  Granulosis virus from Cacoecia occidentalis: Isolation and morphological description of a granulosis virus of the citrus leafroller, Cacoecia occidentalis. J. Invertebr. Pathol. 55:319-324.",1391,Cacoecia occidentalis,GV
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",1392,Phthorimaea operculella,GV
141,"Fediere, G., Lery, X., Dauthuille, D., Kanga, L. 1987.  Mise en evidence d'un nouveau virus a ARN de type Picornavirus chez Epicerura pergrisea (Lepidoptera, Notodontidae) defoliateur du Framire (Terminalia ivorensis) en Cote D'Ivoire.  Symposium on integrated pest management and environmental conservation, Dakar, Senegal, 7-11 December.",1393,Epicerura pergrisea,Picornavirus
142,"Fediere, G. and Monsarrat , P. 1985. Evidence of an epizootic viral disease on Teinorhyncha umbra (Lepidoptera Limacodidae) a pest of banana in Ivory Coast. 4th Inter. Conf. on the Importance of viral diseases on the development of Africa.  Coun. Rabat, Morocco, April 14-19.",1394,Teinorhyncha umbra,Tetravirus
143,"Kouassi, K.N., Fediere, G., Lery, X., Philippe, R., Bergoin, M. 1991.  Mise on evidence d'un Baculovirus de polyhedrose nucleaire chez Latoia viridissima, Lepidoptere Limacodidae, ravageur du palmier a huile et du cocotier en Cote d'Ivoire.  Oleagineux 46:53-59.",1395,Parasa viridissima,NPV
144,"Fediere, G., Taha, A.A., Abol-Ela, S., Lery, X., Zeddam, J.L., Veyrunes, J.C., and Giannotti, J. 1993.  Mise en evidence d'un virus de granulose chez Sesamia cretica Led. (Lepidoptera Noctuidae) principal ravageur du mais d'Afrique du Nord-Est: Caracterisation de LADN genomique et diagnostic viral.  C.R.A.S., 316: 1350-1354.",1396,Sesamia cretica,GV
145,"Fediere, G., Taha, A.A., Lery, X., Giannotti, J. Zeddam, J.L., Monsarrat, A., Abol-Ela, S., 1991.  A small RNA virus isolated from the maize stem borer Sesamia cretica Led. (Lepidoptera Noctuidae) in Egypt.  Egypt. J. Biol. P. Cont. 1: 115-119. ",1397,Sesamia cretica,Picornavirus
146,"Fediere, G., Philippe, R., Veyrunes, J.C., Monsarrat, P. 1990.  Biological  control of oil palm pest Latoia viridissima Holland (Lepidoptera, Limacodidae) in Ivory Coast by a new Picornavirus.  Entomophaga 35: 347-354.",1398,Parasa viridissima,Picornavirus
147,"Fediere, G., Lery, X., Kouassi, K., Herder, S., Veyrunes, J., Mariau, D. 1992.  Etude d'un nouveau virus a ARN chez Turnaca rufisquamata (Lepidoptera, Notodontidae) defoliateur du palmier a huile en Cote d'Ivoire.  Oleagineux 47: 107-112. ",1399,Turnaca rufisquamata,Picornavirus
148,"Fediere, G., Monsarrat, P., Mariau, P., Bergoin, M. 1986.  A Densovirus of Casphalia extranea (Lepidoptera: Limacodidae): characterization and use for biological control. In, Fundamentals and applied aspects of invertebrate pathology. Samson R.A., Vlak, J.M., and Peters, D. Eds. ",1400,Casphalia extranea,Densovirus
149,"Fediere, G. 1995. Laboratoire d’Entomovirologie, ORSTOM, Egypt.  unpublished data.",1401,Mythimna loreyi,Densovirus
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",1402,Spodoptera littoralis,GV
149,"Fediere, G. 1995. Laboratoire d’Entomovirologie, ORSTOM, Egypt.  unpublished data.",1403,Pteroteinon laufella,Picornavirus
149,"Fediere, G. 1995. Laboratoire d’Entomovirologie, ORSTOM, Egypt.  unpublished data.",1404,Parasa vivida,Picornavirus
149,"Fediere, G. 1995. Laboratoire d’Entomovirologie, ORSTOM, Egypt.  unpublished data.",1405,Maliarpha separatella,Tetravirus
150,"Williams, F.C. and Payne, C.C. 1984. The susceptibility of Heliothis armigera larvae to three nuclear polyhedrosis viruses. Ann. of Appl. Bio. 104: 405-412.",1053,Helicoverpa armigera,Heliothis armigera NPV  (HaMNPV)
151,"Allaway, G.P. and Payne, C.C. 1984.  Host range and virulence of five baculoviruses from lepidopterous hosts.  Ann. of Appl. Bio. 105: 29-37.",1054,Agrotis exclamationis,Agrotis segetum GV
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",1406,Amsacta moorei,Amsacta moorei EPV Subgroup B 
155,"Rong-dong, X.Does anyone know this person or reference?",1407,Euproctis similis,Euproctis similis NPV
155,"Rong-dong, X.Does anyone know this person or reference?",1408,Buzura suppressaria,Buzura suppressaria NPV
155,"Rong-dong, X.Does anyone know this person or reference?",1409,Ectropis obliqua,Ectropis obliqua NPV
155,"Rong-dong, X.Does anyone know this person or reference?",1410,Agrotis exclamationis,Agrotis exclamationis GV
155,"Rong-dong, X.Does anyone know this person or reference?",1411,Cifuna locuples,Cifuna locuples NPV
155,"Rong-dong, X.Does anyone know this person or reference?",1412,Argyrogramma agnata,Argyrogramma agnata NPV
54,"Guy, P.L., Toriyama, S. and Fuji, S. 1992. Occurrence of a picorna-like virus in planthopper species and its transmissioon in Laodelphax striatellus. J. Invertebr. Pathol. 59: 161-164.",1055,Laodelphax striatellus,Himetobi P virus 
54,"Guy, P.L., Toriyama, S. and Fuji, S. 1992. Occurrence of a picorna-like virus in planthopper species and its transmissioon in Laodelphax striatellus. J. Invertebr. Pathol. 59: 161-164.",1056,Nilaparvata lugens,Himetobi P virus 
54,"Guy, P.L., Toriyama, S. and Fuji, S. 1992. Occurrence of a picorna-like virus in planthopper species and its transmissioon in Laodelphax striatellus. J. Invertebr. Pathol. 59: 161-164.",1057,Sogatella furcifera,Himetobi P virus 
160,"Williamson, C., and von Wechmar, M.B., 1995.  The effects of two viruses on the metapmorphosis, fecundity, and longevity of the green stinkbug, Nezara viridula.  J. Invertebr. Pathol. 65: 174-178.",1058,Nezara viridula,Nezara viridula virus-1 
161,"Wegensteiner, R., and Weiser, J. 1995.  A new entomopoxvirus in the bark beetle Ips typographus (Coleoptera: Scolytidae).  J. Invertebr. Pathol.  65: 203-205.",1059,Ips typographus,EPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",1060,Helicoverpa zea,Autographa californica NPV  (AcMNPV)   
20,"Sotoshiro, H. and Kobayashi, M., 1995. Identification of viral structural polypeptides in the midgut and feces of the silkworm, Bombyx mori, infected with Bombyx Densovirus Type 2.  J. Invertebr. Pathol. 66: 60-67.",1413,Bombyx mori,Bombyx mori DNV-2
23,"Theilman, D.A., Fitzpatrick, S.M., and Skelton, F., 1995. Identification of a Granulosis Virus associated with mortality in the Blackheaded Fireworm, Rhopobota naevana (Hubner) (Lepidoptera, Tortricidae). J. Invertebr. Pathol. 66: 209-211.",1061,Rhopobota unipunctana,GV
35,"Vargas-Osuna, E., Aldebis, H.K., Caballero, P., Lipa, J.J. and Santiago-Alvarez, C. 1994. A newly described Baculovirus (Subgroup B) from Ocnogyna baetica (Rambur) (Lepidoptera: Arctiidae) in Southern Spain.  J. Invertebr. Pathol. 63: 31-36.",1062,Ocnogyna baetica,GV
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",1414,Plodia interpunctella ,Plodia interpunctella GV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",1063,Microplitis croceipes,Rotavirus sp.  Reovirus-like particle  (RVLP)
164,"Karacali, S. 1994. Rhabdovirus-like particles in corpus cardiacum and corpus allatum of Melanogryllus desertus (Orthoptera, Gryllidae). J. Invertebr. Pathol. 64: 65-67.",1064,Melanogryllus desertus,Rhabdovirus-like particle
67,"De Buron, I. and Beckage, N.E. 1992. Characterization of a Polydnavirus (PDV) and a virus-like filamentous particle (VLFP) in the Braconid wasp Cotesia congregata (Hymenoptera: Braconidae).  J. Invertebr. Pathol. 59: 315-327.",1065,Cotesia congregata,Virus-like Filamentous Particle 
71,"Woods, S.A., Streett, D.A., and Henry, J. E. 1992. Temporal patterns of mortality from an Entomopoxvirus and strategies for control of the migratory grasshopper (Melanoplus sanguinipes F.).  J. Invertebr. Pathol. 60: 33-39.",1415,Melanoplus sanguinipes sanguinipes,EPV Subgroup B
72,"Laubscher, J. M., Jaffer, M.A., and von Wechmar, M.B. 1992.  Detection by immunogold cytochemical labeling of Aphid Lethal Paralysis Virus in the Aphid Rhopalosiphum padi (Hemiptera: Aphididae).  J. Invertebr. Pathol. 60: 40-46.",1066,Rhopalosiphum padi,Aphid lethal paralysis virus 
12,"Meynadier, G., Amargier, A., Girardie, J., and Vago, C. 1992. Une entomopoxvirose chez l'Orthoptere Anacridium aegyptium.  Entomophaga 37: 453-464.",1067,Anacridium aegyptium,EPV
193,"Anderson, J. F. 1970. An iridescent virus infecting the mosquito Aedes stimulans. J. Invertebr. Pathol. 15:219-224.",1417,Aedes stimulans,Aedes stimulans IV Type 11
194,"Baily, C.H. 1977. Field and lab observations on a cytoplasmic polyhedrosis virus of blackflies (Diptera: Simuliidae). J. Invertebr. Pathol. 29:69-73.",1647,Cnephia mutata,CPV
194,"Baily, C.H. 1977. Field and lab observations on a cytoplasmic polyhedrosis virus of blackflies (Diptera: Simuliidae). J. Invertebr. Pathol. 29:69-73.",1648,Prosimulium  fuscum,CPV
194,"Baily, C.H. 1977. Field and lab observations on a cytoplasmic polyhedrosis virus of blackflies (Diptera: Simuliidae). J. Invertebr. Pathol. 29:69-73.",1649,Simulium tuberosum,CPV
194,"Baily, C.H. 1977. Field and lab observations on a cytoplasmic polyhedrosis virus of blackflies (Diptera: Simuliidae). J. Invertebr. Pathol. 29:69-73.",1650,Simulium venustum,CPV
194,"Baily, C.H. 1977. Field and lab observations on a cytoplasmic polyhedrosis virus of blackflies (Diptera: Simuliidae). J. Invertebr. Pathol. 29:69-73.",1651,Simulium vittatum,CPV
181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-",1418,Argyrogramma basigera,Autographa californica NPV  (AcMNPV)   
181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-",1419,Autographa biloba,Autographa californica NPV  (AcMNPV)   
181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-",1420,Autographa bimaculata,Autographa californica NPV  (AcMNPV)   
181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-",1421,Diachrysia balluca,Autographa californica NPV  (AcMNPV)   
181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-",1422,Pseudoplusia includens,Autographa californica NPV  (AcMNPV)   
181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-",1423,Rachiplusia ou,Autographa californica NPV  (AcMNPV)   
195,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",1424,Xestia c-nigrum,Mamestra brassicae NPV (MbMNPV)
195,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",1425,Agrotis exclamationis,Mamestra brassicae NPV (MbMNPV)
195,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",1426,Orthosia stabilis,Mamestra brassicae NPV (MbMNPV)
204,"Hunter, D.K. and Hoffman, D.F. 1972. Cross infection of a granulosis virus of Cadra cautella with observations on its ultrastructure in infected cells of Plodia interpunctella. J. Invertebr. Pathol. 20:4-",1428,Plodia interpunctella ,Cadra cautella GV
204,"Hunter, D.K. and Hoffman, D.F. 1972. Cross infection of a granulosis virus of Cadra cautella with observations on its ultrastructure in infected cells of Plodia interpunctella. J. Invertebr. Pathol. 20:4-",1429,Cadra cautella,Cadra cautella GV
205,"Boucias, D.G. and Nordin, G.L. 1977. Susceptibility of Hyphantria cunea to a granulosis virus isolated from Diacrisia virginica. J. Invertebr. Pathol. 30:377-",1430,Hyphantria cunea,Diacrisia virginica GV
205,"Boucias, D.G. and Nordin, G.L. 1977. Susceptibility of Hyphantria cunea to a granulosis virus isolated from Diacrisia virginica. J. Invertebr. Pathol. 30:377-",1431,Spilosoma virginica,Diacrisia virginica GV
206,"Ignoffo, C.M., McIntosh, A.H. and Garcia, C. 1983. Susceptibility of larvae of Heliothis zea. H. virescens. and H. armigera (Lep: Noctuidae) to 3 baculoviruses. Entomophaga 28:1-8.",1432,Helicoverpa zea,Helicoverpa armigera GV
206,"Ignoffo, C.M., McIntosh, A.H. and Garcia, C. 1983. Susceptibility of larvae of Heliothis zea. H. virescens. and H. armigera (Lep: Noctuidae) to 3 baculoviruses. Entomophaga 28:1-8.",1433,Heliothis virescens,Helicoverpa armigera GV
206,"Ignoffo, C.M., McIntosh, A.H. and Garcia, C. 1983. Susceptibility of larvae of Heliothis zea. H. virescens. and H. armigera (Lep: Noctuidae) to 3 baculoviruses. Entomophaga 28:1-8.",1434,Helicoverpa armigera,Heliothis zea NPV (HzSNPV)
206,"Ignoffo, C.M., McIntosh, A.H. and Garcia, C. 1983. Susceptibility of larvae of Heliothis zea. H. virescens. and H. armigera (Lep: Noctuidae) to 3 baculoviruses. Entomophaga 28:1-8.",1435,Heliothis virescens,Heliothis zea NPV (HzSNPV)
207,"Hamm, J.J. 1982. Extension of the host range for a granulosis virus from Heliothis armigera from South Africa. Environ. Entomol. 11:159-160.",1436,Helicoverpa zea,Heliothis armigera NPV  (HaMNPV)
207,"Hamm, J.J. 1982. Extension of the host range for a granulosis virus from Heliothis armigera from South Africa. Environ. Entomol. 11:159-160.",1437,Spodoptera exigua,Heliothis armigera NPV  (HaMNPV)
207,"Hamm, J.J. 1982. Extension of the host range for a granulosis virus from Heliothis armigera from South Africa. Environ. Entomol. 11:159-160.",1438,Spodoptera frugiperda,Heliothis armigera NPV  (HaMNPV)
207,"Hamm, J.J. 1982. Extension of the host range for a granulosis virus from Heliothis armigera from South Africa. Environ. Entomol. 11:159-160.",1439,Trichoplusia ni,Heliothis armigera NPV  (HaMNPV)
208,"Payne, C.C. 1981. The susceptibility of the pea moth, Cydia nigricana, to infection by the granulosis virus of the codling moth Cydia pomonella. J. Invertebr. Pathol. 38:71-77.",1440,Cydia molesta,Cydia pomonella GV
208,"Payne, C.C. 1981. The susceptibility of the pea moth, Cydia nigricana, to infection by the granulosis virus of the codling moth Cydia pomonella. J. Invertebr. Pathol. 38:71-77.",1441,Rhyacionia buoliana,Cydia pomonella GV
208,"Payne, C.C. 1981. The susceptibility of the pea moth, Cydia nigricana, to infection by the granulosis virus of the codling moth Cydia pomonella. J. Invertebr. Pathol. 38:71-77.",1442,Cydia nigricana ,Cydia pomonella GV
210,"Payne, C.C., Tatchell, G.M., and Williams, C.F. 1981. The comparative susceptibilites of Pieris brassicae and P. rapae to a granulosis virus from P. brassicae. J. Invertebr. Pathol. 38:273-",1443,Pieris brassicae,Pieris brassicae GV
210,"Payne, C.C., Tatchell, G.M., and Williams, C.F. 1981. The comparative susceptibilites of Pieris brassicae and P. rapae to a granulosis virus from P. brassicae. J. Invertebr. Pathol. 38:273-",1444,Artogeia rapae,Pieris brassicae GV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1445,Dictyoploca japonica,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1446,Spilosoma subcarnea,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1447,Dendrolimus spectabilis,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1448,Malacosoma neustria,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1449,Scopelodes contracta,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1450,Lymantria dispar,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1451,Clostera inclusa,Bombyx mori NPV
217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1452,Samia cynthia,Bombyx mori NPV
218,"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",1453,Mimas tiliae,Autographa californica NPV  (AcMNPV)   
218,"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",1454,Sphinx ligustri,Autographa californica NPV  (AcMNPV)   
218,"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",1455,Spodoptera exigua,Autographa californica NPV  (AcMNPV)   
